Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.31.69.20-180.245.139.237-445-1378-6,172.31.69.20,445,180.245.139.237,1378,6,20/02/2018 11:40:14,470,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4255.319148936171,470.0,0.0,470.0,470.0,470.0,470.0,0.0,470.0,470.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,4255.319148936171,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,259,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
169.254.169.254-172.31.66.54-80-52124-6,172.31.66.54,52124,169.254.169.254,80,6,20/02/2018 01:51:38,6084744,4,4,97.0,231.0,97.0,0.0,24.25,48.5,231.0,0.0,57.75,115.5,53.90530809513104,1.3147636120763668,869249.142857143,2272567.3326636134,6022687.0,41.0,62057.0,20685.666666666668,35591.34999312802,61783.0,104.0,6084615.0,2028205.0,3512521.095567114,6084115.0,223.0,0,0,0,0,92,92,0.6573818060381834,0.6573818060381834,0.0,231.0,36.44444444444444,79.6996096463325,6352.027777777778,0,0,0,1,0,0,0,0,1.0,41.0,24.25,57.75,0,0,0,0,0,0,4,97,4,231,8192,141,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.0.2-172.31.66.17-53-52913-17,172.31.66.17,52913,172.31.0.2,53,17,20/02/2018 11:00:21,476,1,1,83.0,211.0,83.0,83.0,83.0,0.0,211.0,211.0,211.0,0.0,617647.0588235294,4201.680672268907,476.0,0.0,476.0,476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2100.840336134453,2100.840336134453,83.0,211.0,125.66666666666666,73.9008344562721,5461.333333333333,0,0,0,0,0,0,0,0,1.0,188.5,83.0,211.0,0,0,0,0,0,0,1,83,1,211,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.68.4-72.21.91.29-50503-80-6,172.31.68.4,50503,72.21.91.29,80,6,20/02/2018 09:24:05,115544033,16,14,447.0,788.0,436.0,0.0,27.937500000000004,108.81756521812092,788.0,0.0,56.28571428571428,210.6018586269904,10.688565804172685,0.2596412745952878,3984277.0,4944463.623944614,10191814.0,16.0,115544033.0,7702935.533333333,4286515.264709832,10203033.0,283.0,111700107.0,8592315.923076924,3811066.062229995,10203090.0,656.0,0,0,0,0,332,424,0.1384753464508201,0.1211659281444676,0.0,788.0,39.83870967741935,159.3581075804206,25395.006451612902,0,0,1,1,0,0,0,1,0.0,41.16666666666666,27.9375,56.285714285714285,0,0,0,0,0,0,16,447,14,788,8192,288,12,20,18362.818181818184,23552.777037191096,89377.0,11219.0,10136186.636363637,59113.32258682951,10191814.0,10004282.0,Benign
172.31.69.25-18.216.200.189-80-56376-6,18.216.200.189,56376,172.31.69.25,80,6,20/02/2018 11:00:15,40300855,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049626739,40300000.0,0.0,40300000.0,40300000.0,40300000.0,40300000.0,0.0,40300000.0,40300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.049626739,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2049,-1,0,20,0.0,0.0,0.0,0.0,40300000.0,0.0,40300000.0,40300000.0,DDoS attacks-LOIC-HTTP
169.254.169.254-172.31.64.125-80-51852-6,172.31.64.125,51852,169.254.169.254,80,6,20/02/2018 02:39:49,93,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21505.376344086024,93.0,0.0,93.0,93.0,93.0,93.0,0.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,21505.376344086024,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,278,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
169.254.169.254-172.31.64.75-80-50595-6,172.31.64.75,50595,169.254.169.254,80,6,20/02/2018 11:41:18,3820,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.5602094240837,3820.0,0.0,3820.0,3820.0,3820.0,3820.0,0.0,3820.0,3820.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,523.5602094240837,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.64.45-23.196.113.171-50449-443-6,23.196.113.171,443,172.31.64.45,50449,6,20/02/2018 09:27:05,543,3,1,31.0,0.0,31.0,0.0,10.333333333333332,17.8978583448784,0.0,0.0,0.0,0.0,57090.2394106814,7366.482504604052,181.0,298.0201335480541,525.0,1.0,526.0,263.0,370.5239533417509,525.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,20,5524.861878453039,1841.620626151013,0.0,31.0,6.2,13.863621460498695,192.2,0,0,0,0,1,0,0,0,0.0,7.75,10.333333333333334,0.0,0,0,0,0,0,0,3,31,1,0,1125,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.69.25-18.219.32.43-80-63309-6,18.219.32.43,63309,172.31.69.25,80,6,20/02/2018 10:41:16,1226992,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,801.961219,5.705008672,204498.6667,500748.8766,1226648.0,1.0,319.0,159.5,224.1528496,318.0,1.0,1226988.0,408996.0,708107.4191,1226648.0,21.0,0,0,0,0,72,92,2.445003716,3.260004955,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
172.31.67.62-185.222.56.82-3389-54870-6,185.222.56.82,54870,172.31.67.62,3389,6,20/02/2018 04:49:58,1565644,8,7,1132.0,1581.0,661.0,0.0,141.5,222.79202345300808,1173.0,0.0,225.8571428571429,430.0986044197418,1732.833262223085,9.580722054311195,111831.7142857143,250102.95155285663,967250.0,11.0,1565644.0,223663.42857142855,387318.5655064219,1098453.0,11.0,1473856.0,245642.6666666667,353831.22148711904,967250.0,92062.0,0,0,0,0,172,152,5.109718428965972,4.471003625345225,0.0,1173.0,169.56250000000003,317.7627980637969,100973.19583333336,0,0,0,1,0,0,0,0,0.0,180.86666666666667,141.5,225.8571428571429,0,0,0,0,0,0,8,1132,7,1581,8192,62868,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.69.7-77.72.82.145-41461-47214-6,77.72.82.145,47214,172.31.69.7,41461,6,20/02/2018 10:48:35,106970,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.045246330746934,53485.0,75609.51389871516,106949.0,21.0,106970.0,106970.0,0.0,106970.0,106970.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,18.696830887164623,9.348415443582311,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,1,0,1024,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.0.2-172.31.64.8-53-53759-17,172.31.64.8,53759,172.31.0.2,53,17,20/02/2018 01:20:27,1117,1,1,42.0,102.0,42.0,42.0,42.0,0.0,102.0,102.0,102.0,0.0,128916.74127126232,1790.510295434199,1117.0,0.0,1117.0,1117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,895.2551477170995,895.2551477170995,42.0,102.0,62.0,34.64101615137755,1200.0,0,0,0,0,0,0,0,0,1.0,93.0,42.0,102.0,0,0,0,0,0,0,1,42,1,102,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
169.254.169.254-172.31.65.108-80-50472-6,172.31.65.108,50472,169.254.169.254,80,6,20/02/2018 10:18:33,573,3,4,161.0,488.0,161.0,0.0,53.66666666666666,92.95339333952974,488.0,0.0,122.0,244.0,1132635.253054101,12216.404886561952,95.5,74.57814693326725,187.0,11.0,274.0,137.0,86.2670273047588,198.0,76.0,386.0,128.66666666666666,121.0839928864808,258.0,18.0,0,0,0,0,72,92,5235.602094240838,6980.802792321117,0.0,488.0,81.125,173.78758586274222,30202.125,0,0,1,1,0,0,0,1,1.0,92.71428571428572,53.66666666666666,122.0,0,0,0,0,0,0,3,161,4,488,8192,149,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 03:21:10,112950503,59,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5223526981548723,1947422.4655172413,3234436.9553155173,23830712.0,546857.0,112950503.0,1947422.4655172413,3234436.9553155173,23830712.0,546857.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.5223526981548723,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,59,0,0,0,-1,-1,0,0,4936916.0,0.0,4936916.0,4936916.0,16091980.0,10944219.749970669,23830712.0,8353248.0,Benign
172.31.0.2-172.31.64.79-53-61085-17,172.31.64.79,61085,172.31.0.2,53,17,20/02/2018 08:34:09,1524,1,1,42.0,72.0,42.0,42.0,42.0,0.0,72.0,72.0,72.0,0.0,74803.14960629921,1312.3359580052493,1524.0,0.0,1524.0,1524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,656.1679790026246,656.1679790026246,42.0,72.0,52.0,17.320508075688775,300.0,0,0,0,0,0,0,0,0,1.0,78.0,42.0,72.0,0,0,0,0,0,0,1,42,1,72,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.65.57-195.222.75.1-3389-64642-6,195.222.75.1,64642,172.31.65.57,3389,6,20/02/2018 10:09:36,3090124,9,7,1132.0,1581.0,661.0,0.0,125.77777777777776,213.67368683215173,1173.0,0.0,225.8571428571429,430.0986044197418,877.9582955247104,5.177785745814731,206008.2666666667,277336.3358434424,951658.0,50.0,3090124.0,386265.5,435051.8180667021,1350939.0,2542.0,2754291.0,459048.5,413916.1004806409,1029978.0,156860.0,0,0,0,0,192,152,2.912504482020786,2.265281263793945,0.0,1173.0,159.58823529411768,310.4088148763517,96353.63235294116,0,0,0,1,0,0,0,0,0.0,169.5625,125.77777777777776,225.8571428571429,0,0,0,0,0,0,9,1132,7,1581,8192,62868,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.67.56-96.231.60.219-3389-53843-6,96.231.60.219,53843,172.31.67.56,3389,6,20/02/2018 08:44:38,3642052,10,7,1052.0,1429.0,581.0,0.0,105.2,181.84291144953775,1149.0,0.0,204.1428571428571,420.4990798925441,681.2093841603579,4.6676983195187765,227628.25,367200.21594247466,1288480.0,3.0,3642052.0,404672.4444444445,450052.24924865976,1288480.0,3.0,3573146.0,595524.3333333333,521149.310654314,1479258.0,178287.0,0,0,0,0,212,152,2.7457048938345747,1.9219934256842024,0.0,1149.0,137.83333333333334,288.9071192085992,83467.32352941176,0,0,1,1,0,0,0,1,0.0,145.94117647058823,105.2,204.14285714285717,0,0,0,0,0,0,10,1052,7,1429,8192,62948,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.66.73-177.126.184.230-445-33683-6,172.31.66.73,445,177.126.184.230,33683,6,20/02/2018 04:17:50,404,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4950.495049504951,404.0,0.0,404.0,404.0,404.0,404.0,0.0,404.0,404.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,4950.495049504951,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,258,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.66.113-209.85.203.156-49946-443-6,209.85.203.156,443,172.31.66.113,49946,6,20/02/2018 08:50:23,93508,2,1,38.0,0.0,38.0,0.0,19.0,26.87005768508881,0.0,0.0,0.0,0.0,406.3823416178295,32.082816443512854,46754.0,66098.9276917561,93493.0,15.0,93508.0,93508.0,0.0,93508.0,93508.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,20,21.38854429567524,10.69427214783762,0.0,38.0,19.0,21.939310229205777,481.3333333333333,0,1,0,0,1,0,0,0,0.0,25.33333333333333,19.0,0.0,0,0,0,0,0,0,2,38,1,0,176,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.0.2-172.31.66.66-53-56491-17,172.31.66.66,56491,172.31.0.2,53,17,20/02/2018 12:03:34,288,1,1,48.0,64.0,48.0,48.0,48.0,0.0,64.0,64.0,64.0,0.0,388888.8888888889,6944.444444444444,288.0,0.0,288.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,3472.222222222222,3472.222222222222,48.0,64.0,53.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,80.0,48.0,64.0,0,0,0,0,0,0,1,48,1,64,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.66.48-209.197.3.19-54675-443-6,172.31.66.48,54675,209.197.3.19,443,6,20/02/2018 03:33:59,414,3,0,31.0,0.0,31.0,0.0,10.333333333333332,17.8978583448784,0.0,0.0,0.0,0.0,74879.2270531401,7246.376811594203,207.0,265.87214972614186,395.0,19.0,414.0,207.0,265.87214972614186,395.0,19.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,0,7246.376811594203,0.0,0.0,31.0,7.75,15.500000000000002,240.25000000000003,0,0,0,0,1,0,0,0,0.0,10.333333333333334,10.333333333333334,0.0,0,0,0,0,0,0,3,31,0,0,256,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.65.91-173.241.244.143-55200-443-6,172.31.65.91,55200,173.241.244.143,443,6,20/02/2018 04:16:41,5370729,8,9,914.0,3784.0,597.0,0.0,114.25,208.51224698529612,1460.0,0.0,420.44444444444446,606.0571571871566,874.7415853601997,3.165305864436653,335670.5625,1246750.465301643,5005435.0,0.0,365293.0,52184.71428571428,88229.38906191119,242353.0,191.0,5360079.0,670009.875,1755367.247916225,5005449.0,0.0,0,0,0,0,172,192,1.489555700911366,1.675750163525287,0.0,1460.0,261.0,467.282003278786,218352.47058823533,0,0,1,1,0,0,0,1,1.0,276.3529411764706,114.25,420.44444444444446,0,0,0,0,0,0,8,914,9,3784,8192,62,3,20,365293.0,0.0,365293.0,365293.0,5005435.0,0.0,5005435.0,5005435.0,Benign
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,20/02/2018 04:15:45,112637840,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0266340334651303,56318920.0,35.35533905932738,56318945.0,56318895.0,112637840.0,56318920.0,35.35533905932738,56318945.0,56318895.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0266340334651303,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56318920.0,35.35533905932738,56318945.0,56318895.0,Benign
172.31.0.2-172.31.65.88-53-58283-17,172.31.65.88,58283,172.31.0.2,53,17,20/02/2018 10:57:50,17133,2,2,66.0,190.0,33.0,33.0,33.0,0.0,95.0,95.0,95.0,0.0,14941.924940173934,233.46757719021767,5711.0,8521.26979974229,15534.0,306.0,16827.0,16827.0,0.0,16827.0,16827.0,15840.0,15840.0,0.0,15840.0,15840.0,0,0,0,0,16,16,116.73378859510886,116.73378859510886,33.0,95.0,57.8,33.9587985653203,1153.2000000000005,0,0,0,0,0,0,0,0,1.0,72.25,33.0,95.0,0,0,0,0,0,0,2,66,2,190,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
145.239.183.169-172.31.66.35-54867-3389-6,145.239.183.169,54867,172.31.66.35,3389,6,20/02/2018 11:04:27,5392203,12,7,1148.0,1581.0,677.0,0.0,95.66666666666666,195.21891363908424,1173.0,0.0,225.8571428571429,430.0986044197418,506.10112416019945,3.523606214380282,299566.8333333333,708392.7415541591,2975877.0,61.0,5392203.0,490200.2727272727,892395.8572672881,2975877.0,195.0,5212265.0,868710.8333333333,1140795.8336511257,3098792.0,94965.0,0,0,0,0,252,152,2.2254355038191256,1.2981707105611564,0.0,1173.0,136.45,292.3279475988713,85455.62894736844,0,0,1,1,0,0,0,1,0.0,143.6315789473684,95.66666666666669,225.8571428571429,0,0,0,0,0,0,12,1148,7,1581,8192,62852,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.67.123-23.219.88.74-50868-80-6,23.219.88.74,80,172.31.67.123,50868,6,20/02/2018 02:13:17,33,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60606.0606060606,33.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,30303.0303030303,30303.0303030303,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,946,253,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.64.19-209.85.202.100-51604-443-6,172.31.64.19,51604,209.85.202.100,443,6,20/02/2018 01:27:54,381,3,0,77.0,0.0,46.0,0.0,25.666666666666664,23.45918441321721,0.0,0.0,0.0,0.0,202099.7375328084,7874.015748031496,190.5,251.0229073212244,368.0,13.0,381.0,190.5,251.0229073212244,368.0,13.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,60,0,7874.015748031496,0.0,0.0,46.0,30.75,21.68524844220144,470.25,0,1,0,0,1,0,0,0,0.0,41.0,25.666666666666668,0.0,0,0,0,0,0,0,3,77,0,0,258,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
169.254.169.254-172.31.65.104-80-49470-6,172.31.65.104,49470,169.254.169.254,80,6,20/02/2018 10:29:36,696,3,4,148.0,243.0,148.0,0.0,49.333333333333336,85.44783984006462,243.0,0.0,60.75,121.5,561781.6091954022,10057.471264367816,116.0,96.91852248151535,230.0,1.0,349.0,174.5,103.94469683442249,248.0,101.0,466.0,155.33333333333331,134.23983512107475,245.0,1.0,0,0,0,0,72,92,4310.344827586207,5747.126436781609,0.0,243.0,48.875,93.99306585366512,8834.69642857143,0,0,1,1,0,0,0,1,1.0,55.85714285714285,49.333333333333336,60.75,0,0,0,0,0,0,3,148,4,243,8192,149,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.67.54-178.255.83.1-52411-80-6,172.31.67.54,52411,178.255.83.1,80,6,20/02/2018 04:03:12,47179,3,4,437.0,860.0,437.0,0.0,145.66666666666666,252.30206763586645,860.0,0.0,215.0,430.0,27491.044744483774,148.37109731024398,7863.166666666667,11891.449472905591,23252.0,34.0,23585.0,11792.5,16146.783348394812,23210.0,375.0,24003.0,8001.0,13562.44539159513,23661.0,56.0,0,0,0,0,72,92,63.5876131329617,84.78348417728226,0.0,860.0,162.125,320.7787121098549,102898.98214285716,0,0,0,1,0,0,0,0,1.0,185.28571428571428,145.66666666666666,215.0,0,0,0,0,0,0,3,437,4,860,8192,31,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.0.2-172.31.66.41-53-64797-17,172.31.66.41,64797,172.31.0.2,53,17,20/02/2018 11:30:14,44996,2,2,84.0,116.0,42.0,42.0,42.0,0.0,58.0,58.0,58.0,0.0,4444.839541292559,88.89679082585118,14998.666666666668,25330.666421026774,44248.0,368.0,44616.0,44616.0,0.0,44616.0,44616.0,44628.0,44628.0,0.0,44628.0,44628.0,0,0,0,0,16,16,44.44839541292559,44.44839541292559,42.0,58.0,48.4,8.763560920082657,76.8,0,0,0,0,0,0,0,0,1.0,60.5,42.0,58.0,0,0,0,0,0,0,2,84,2,116,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.64.79-209.85.203.155-50564-443-6,209.85.203.155,443,172.31.64.79,50564,6,20/02/2018 10:19:47,11,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181818.18181818185,11.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,90909.09090909093,90909.09090909093,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,180,258,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.0.2-172.31.64.58-53-56125-17,172.31.64.58,56125,172.31.0.2,53,17,20/02/2018 03:02:31,17845,1,1,34.0,66.0,34.0,34.0,34.0,0.0,66.0,66.0,66.0,0.0,5603.810591202017,112.07621182404034,17845.0,0.0,17845.0,17845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,56.03810591202017,56.03810591202017,34.0,66.0,44.66666666666666,18.475208614068023,341.3333333333333,0,0,0,0,0,0,0,0,1.0,67.0,34.0,66.0,0,0,0,0,0,0,1,34,1,66,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.67.30-74.125.28.94-50735-443-6,172.31.67.30,50735,74.125.28.94,443,6,20/02/2018 05:13:25,10195702,7,8,283.0,4687.0,190.0,0.0,40.42857142857143,74.50695077833822,1430.0,0.0,585.875,664.4220770177428,487.4603043517749,1.4712081620274895,728264.4285714286,1854122.322293,6466355.0,1.0,6996711.0,1166118.5,2598345.889992766,6466355.0,295.0,10115119.0,1445017.0,2535425.600395655,6547031.0,1.0,0,0,0,0,164,172,0.6865638089461618,0.7846443530813277,0.0,1430.0,310.625,537.7196140493048,289142.38333333336,0,0,1,1,0,0,0,1,1.0,331.3333333333333,40.42857142857143,585.875,0,0,0,0,0,0,7,283,8,4687,8192,172,2,20,161732.0,0.0,161732.0,161732.0,6466355.0,0.0,6466355.0,6466355.0,Benign
172.31.69.25-18.216.24.42-80-51182-6,18.216.24.42,51182,172.31.69.25,80,6,20/02/2018 10:14:58,58514611,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034179497,58500000.0,0.0,58500000.0,58500000.0,58500000.0,58500000.0,0.0,58500000.0,58500000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.034179497,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2049,-1,0,20,0.0,0.0,0.0,0.0,58500000.0,0.0,58500000.0,58500000.0,DDoS attacks-LOIC-HTTP
172.31.0.2-172.31.66.89-53-60552-17,172.31.66.89,60552,172.31.0.2,53,17,20/02/2018 01:44:53,1523,1,1,42.0,139.0,42.0,42.0,42.0,0.0,139.0,139.0,139.0,0.0,118844.38608010505,1313.197636244255,1523.0,0.0,1523.0,1523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,656.5988181221273,656.5988181221273,42.0,139.0,74.33333333333334,56.0029761113937,3136.333333333333,0,0,0,0,0,0,0,0,1.0,111.5,42.0,139.0,0,0,0,0,0,0,1,42,1,139,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
172.31.0.2-172.31.64.38-53-65474-17,172.31.64.38,65474,172.31.0.2,53,17,20/02/2018 05:12:25,660,1,1,40.0,100.0,40.0,40.0,40.0,0.0,100.0,100.0,100.0,0.0,212121.21212121213,3030.3030303030305,660.0,0.0,660.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1515.1515151515152,1515.1515151515152,40.0,100.0,60.0,34.64101615137755,1200.0,0,0,0,0,0,0,0,0,1.0,90.0,40.0,100.0,0,0,0,0,0,0,1,40,1,100,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
138.197.51.123-172.31.69.16-443-51044-6,172.31.69.16,51044,138.197.51.123,443,6,20/02/2018 10:01:41,1077447,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.568719389445606,215489.4,271774.002867824,514148.0,16984.0,1060454.0,530227.0,1395.8287860622447,531214.0,529240.0,1060463.0,530231.5,1286.22723497833,531141.0,529322.0,0,0,0,0,92,60,2.784359694722803,2.784359694722803,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,1,1.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,3,0,8192,0,0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
